[2023-08-26 11:49:07,471 | train.py:231 | INFO] -> Preparing dataloaders...
[2023-08-26 15:14:14,350 | train.py:328 | INFO] -> Epoch 5
[2023-08-26 15:51:04,911 | train.py:452 | INFO] -> Training loss: 2.591582453095339
[2023-08-26 15:51:04,914 | train.py:453 | INFO] -> Training RDS: 0.7313235866981775
[2023-08-26 15:51:04,914 | train.py:454 | INFO] -> Training MA: 40.91780252921058
[2023-08-26 15:55:06,259 | train.py:535 | INFO] -> Validation loss: 5.19190188182813
[2023-08-26 15:55:06,260 | train.py:537 | INFO] -> Validation RDS: 0.7266697629631439
[2023-08-26 15:55:06,260 | train.py:539 | INFO] -> Validation MA: 44.64509777444974
[2023-08-26 15:55:06,260 | train.py:333 | INFO] -> Saving checkpoint...
[2023-08-26 15:55:06,651 | train.py:328 | INFO] -> Epoch 6
[2023-08-26 16:31:57,570 | train.py:452 | INFO] -> Training loss: 2.4716790435629763
[2023-08-26 16:31:57,573 | train.py:453 | INFO] -> Training RDS: 0.7391550901406293
[2023-08-26 16:31:57,573 | train.py:454 | INFO] -> Training MA: 39.282969072874046
[2023-08-26 16:36:00,151 | train.py:535 | INFO] -> Validation loss: 5.862170300375764
[2023-08-26 16:36:00,151 | train.py:537 | INFO] -> Validation RDS: 0.731574182146875
[2023-08-26 16:36:00,151 | train.py:539 | INFO] -> Validation MA: 43.14647031243092
[2023-08-26 16:36:00,152 | train.py:337 | INFO] -> Stepping scheduler...
[2023-08-26 16:36:00,152 | train.py:328 | INFO] -> Epoch 7
[2023-08-26 17:12:49,746 | train.py:452 | INFO] -> Training loss: 2.349456365242548
[2023-08-26 17:12:49,754 | train.py:453 | INFO] -> Training RDS: 0.7438040567736873
[2023-08-26 17:12:49,754 | train.py:454 | INFO] -> Training MA: 38.35074680711686
[2023-08-26 17:16:52,828 | train.py:535 | INFO] -> Validation loss: 6.074392902251883
[2023-08-26 17:16:52,829 | train.py:537 | INFO] -> Validation RDS: 0.7275451476897762
[2023-08-26 17:16:52,829 | train.py:539 | INFO] -> Validation MA: 44.857566687460746
[2023-08-26 17:16:52,830 | train.py:333 | INFO] -> Saving checkpoint...
[2023-08-26 17:16:53,230 | train.py:328 | INFO] -> Epoch 8
[2023-08-26 17:53:42,603 | train.py:452 | INFO] -> Training loss: 2.2925177396450245
[2023-08-26 17:53:42,607 | train.py:453 | INFO] -> Training RDS: 0.7476575232286559
[2023-08-26 17:53:42,607 | train.py:454 | INFO] -> Training MA: 37.633578147816344
[2023-08-26 17:57:45,217 | train.py:535 | INFO] -> Validation loss: 6.107963358594003
[2023-08-26 17:57:45,217 | train.py:537 | INFO] -> Validation RDS: 0.7325155661204524
[2023-08-26 17:57:45,217 | train.py:539 | INFO] -> Validation MA: 43.7721385841522
[2023-08-26 17:57:45,218 | train.py:328 | INFO] -> Epoch 9
[2023-08-26 18:34:35,992 | train.py:452 | INFO] -> Training loss: 2.266504196853512
[2023-08-26 18:34:35,995 | train.py:453 | INFO] -> Training RDS: 0.7490244296599627
[2023-08-26 18:34:35,995 | train.py:454 | INFO] -> Training MA: 37.14651154188947
[2023-08-26 18:38:37,668 | train.py:535 | INFO] -> Validation loss: 6.193189720656678
[2023-08-26 18:38:37,668 | train.py:537 | INFO] -> Validation RDS: 0.7319974080224171
[2023-08-26 18:38:37,668 | train.py:539 | INFO] -> Validation MA: 43.57479817127578
[2023-08-26 18:38:37,669 | train.py:333 | INFO] -> Saving checkpoint...
