[2023-08-23 22:27:06,197 | train.py:231 | INFO] -> Preparing dataloaders...
[2023-08-24 03:14:48,674 | train.py:537 | INFO] -> Validation RDS: 0.7229222613628631
[2023-08-24 03:14:48,674 | train.py:539 | INFO] -> Validation MA: 46.7252196478304
[2023-08-24 03:14:48,675 | train.py:337 | INFO] -> Stepping scheduler...
[2023-08-24 03:14:48,675 | train.py:328 | INFO] -> Epoch 7
[2023-08-24 03:51:46,671 | train.py:452 | INFO] -> Training loss: 2.364315107524924
[2023-08-24 03:51:46,674 | train.py:453 | INFO] -> Training RDS: 0.7352860221498462
[2023-08-24 03:51:46,674 | train.py:454 | INFO] -> Training MA: 41.36248525407066
[2023-08-24 03:55:48,962 | train.py:535 | INFO] -> Validation loss: 6.066686423597101
[2023-08-24 03:55:48,962 | train.py:537 | INFO] -> Validation RDS: 0.7212780205292327
[2023-08-24 03:55:48,962 | train.py:539 | INFO] -> Validation MA: 47.52884659722705
[2023-08-24 03:55:48,963 | train.py:333 | INFO] -> Saving checkpoint...
[2023-08-24 03:55:49,313 | train.py:328 | INFO] -> Epoch 8
[2023-08-24 04:32:44,482 | train.py:452 | INFO] -> Training loss: 2.3159056837949374
[2023-08-24 04:32:44,486 | train.py:453 | INFO] -> Training RDS: 0.7388195347442786
[2023-08-24 04:32:44,486 | train.py:454 | INFO] -> Training MA: 40.55322534254812
[2023-08-24 04:36:46,705 | train.py:535 | INFO] -> Validation loss: 6.3019512339374835
[2023-08-24 04:36:46,705 | train.py:537 | INFO] -> Validation RDS: 0.7288011563284578
[2023-08-24 04:36:46,705 | train.py:539 | INFO] -> Validation MA: 45.40430783019085
[2023-08-24 04:36:46,706 | train.py:328 | INFO] -> Epoch 9
[2023-08-24 05:13:40,513 | train.py:452 | INFO] -> Training loss: 2.280362233435367
[2023-08-24 05:13:40,519 | train.py:453 | INFO] -> Training RDS: 0.7410884688450247
[2023-08-24 05:13:40,520 | train.py:454 | INFO] -> Training MA: 40.07921095602545
[2023-08-24 05:17:44,257 | train.py:535 | INFO] -> Validation loss: 6.053851129767422
[2023-08-24 05:17:44,258 | train.py:537 | INFO] -> Validation RDS: 0.7265675821094792
[2023-08-24 05:17:44,258 | train.py:539 | INFO] -> Validation MA: 46.171811459385125
[2023-08-24 05:17:44,259 | train.py:333 | INFO] -> Saving checkpoint...
