[2023-08-24 14:19:19,169 | train.py:231 | INFO] -> Preparing dataloaders...
[2023-08-24 17:44:15,298 | train.py:537 | INFO] -> Validation RDS: 0.7191896254070271
[2023-08-24 17:44:15,298 | train.py:539 | INFO] -> Validation MA: 46.564493570442046
[2023-08-24 17:44:15,299 | train.py:328 | INFO] -> Epoch 5
[2023-08-24 18:21:01,252 | train.py:452 | INFO] -> Training loss: 2.6100593783304133
[2023-08-24 18:21:01,255 | train.py:453 | INFO] -> Training RDS: 0.7211804665206163
[2023-08-24 18:21:01,255 | train.py:454 | INFO] -> Training MA: 44.48671577936993
[2023-08-24 18:25:02,075 | train.py:535 | INFO] -> Validation loss: 5.221430203727336
[2023-08-24 18:25:02,075 | train.py:537 | INFO] -> Validation RDS: 0.721616544910817
[2023-08-24 18:25:02,075 | train.py:539 | INFO] -> Validation MA: 46.76148869480179
[2023-08-24 18:25:02,076 | train.py:333 | INFO] -> Saving checkpoint...
[2023-08-24 18:25:03,659 | train.py:328 | INFO] -> Epoch 6
[2023-08-24 19:01:52,200 | train.py:452 | INFO] -> Training loss: 2.482320541323017
[2023-08-24 19:01:52,203 | train.py:453 | INFO] -> Training RDS: 0.7271215682841772
[2023-08-24 19:01:52,203 | train.py:454 | INFO] -> Training MA: 43.32928579752247
[2023-08-24 19:05:53,510 | train.py:535 | INFO] -> Validation loss: 5.511667179402594
[2023-08-24 19:05:53,510 | train.py:537 | INFO] -> Validation RDS: 0.7278451851300012
[2023-08-24 19:05:53,510 | train.py:539 | INFO] -> Validation MA: 45.14713922416799
[2023-08-24 19:05:53,511 | train.py:337 | INFO] -> Stepping scheduler...
[2023-08-24 19:05:53,511 | train.py:328 | INFO] -> Epoch 7
[2023-08-24 19:42:42,369 | train.py:452 | INFO] -> Training loss: 2.3470994423386355
[2023-08-24 19:42:42,373 | train.py:453 | INFO] -> Training RDS: 0.7332268900886671
[2023-08-24 19:42:42,374 | train.py:454 | INFO] -> Training MA: 42.13205160631555
[2023-08-24 19:46:44,896 | train.py:535 | INFO] -> Validation loss: 5.653685581390454
[2023-08-24 19:46:44,896 | train.py:537 | INFO] -> Validation RDS: 0.7253796602295496
[2023-08-24 19:46:44,896 | train.py:539 | INFO] -> Validation MA: 45.94810376884775
[2023-08-24 19:46:44,897 | train.py:333 | INFO] -> Saving checkpoint...
[2023-08-24 19:46:45,335 | train.py:328 | INFO] -> Epoch 8
[2023-08-24 20:23:33,776 | train.py:452 | INFO] -> Training loss: 2.297498263063885
[2023-08-24 20:23:33,780 | train.py:453 | INFO] -> Training RDS: 0.7367667468895603
[2023-08-24 20:23:33,780 | train.py:454 | INFO] -> Training MA: 41.09300840789347
[2023-08-24 20:27:35,396 | train.py:535 | INFO] -> Validation loss: 5.6358431669748255
[2023-08-24 20:27:35,396 | train.py:537 | INFO] -> Validation RDS: 0.7285670067038581
[2023-08-24 20:27:35,396 | train.py:539 | INFO] -> Validation MA: 45.15897906540872
[2023-08-24 20:27:35,397 | train.py:328 | INFO] -> Epoch 9
